Summary
Project;EPS - Home team (0-0)  
Date;23-05-2026
Competition;
Season;
Local Team;EPS
Visitor Team;Home team
Result;0 - 0

CATEGORY: Pass
Name;Time;Start;Stop;Team;Player;Pass;Through pass;Cross;Throw-in;Corner;Free kick;assist;progressive ;goal kick;success;failed
Pass 226;1:23:08,829;1:23:02,829;1:23:12,829;;29-Haapalainen R. ;0;0;1;0;0;0;0;0;0;0;1
Pass 227;1:23:18,429;1:23:12,429;1:23:22,429;;6-Marshall P. ;1;0;0;0;0;0;0;0;0;1;0
Pass 228;1:23:21,369;1:23:15,369;1:23:25,369;;8-O. Adawi ;0;1;0;0;0;0;0;0;0;1;0
Pass 229;1:23:26,949;1:23:20,949;1:23:30,949;;9-Pinomaa A. ;1;0;0;0;0;0;0;0;0;1;0
Pass 230;1:23:30,449;1:23:24,449;1:23:34,449;;8-O. Adawi ;1;0;0;0;0;0;0;0;0;1;0
Pass 231;1:23:32,249;1:23:26,249;1:23:36,249;;8-O. Adawi ;1;0;0;0;0;0;0;0;0;1;0
Pass 232;1:23:32,529;1:23:26,529;1:23:36,529;;9-Pinomaa A. ;1;0;0;0;0;0;0;0;0;1;0
Pass 233;1:23:35,289;1:23:29,289;1:23:39,289;;8-O. Adawi ;0;0;0;0;0;0;0;1;0;1;0
Pass 234;1:23:38,829;1:23:32,829;1:23:42,829;;37-Rajamäki N. ;1;0;0;0;0;0;0;0;0;1;0
Pass 235;1:23:41,249;1:23:35,249;1:23:45,249;;9-Pinomaa A. ;1;0;0;0;0;0;0;0;0;1;0
Pass 236;1:23:47,269;1:23:41,269;1:23:51,269;;5-Margaritidis Angelos Nikolaos ;0;1;0;0;0;0;0;0;0;0;1
Pass 237;1:23:55,729;1:23:49,729;1:23:59,729;;4-Paappanen E. ;1;0;0;0;0;0;0;0;0;1;0
Pass 238;1:24:02,589;1:23:56,589;1:24:06,589;;15-laine S. ;0;0;0;1;0;0;0;0;0;1;0
Pass 239;1:24:22,129;1:24:16,129;1:24:26,129;;6-Marshall P. ;0;0;0;0;0;0;0;1;0;1;0
Pass 240;1:24:29,009;1:24:23,009;1:24:33,009;;24-Asikainen E. ;1;0;0;0;0;0;0;0;0;1;0
Pass 241;1:24:29,789;1:24:23,789;1:24:33,789;;28-Rönni T. ;1;0;0;0;0;0;0;0;0;0;1
Pass 242;1:24:45,109;1:24:39,109;1:24:49,109;;6-Marshall P. ;0;0;0;1;0;0;0;0;0;0;1
Pass 243;1:25:16,169;1:25:10,169;1:25:20,169;;10-Talvitie E. ;0;0;0;0;1;0;0;0;0;0;1
Pass 244;1:25:21,849;1:25:15,849;1:25:25,849;;5-Margaritidis Angelos Nikolaos ;1;0;0;0;0;0;0;0;0;1;0
Pass 245;1:25:26,989;1:25:20,989;1:25:30,989;;9-Pinomaa A. ;0;0;1;0;0;0;0;0;0;0;1
Pass 246;1:27:18,549;1:27:12,549;1:27:22,549;;19-Gebala M. ;0;0;0;1;0;0;0;0;0;0;1
Pass 247;1:27:22,649;1:27:16,649;1:27:26,649;;29-Haapalainen R. ;0;0;0;1;0;0;0;0;0;1;0
Pass 248;1:27:31,629;1:27:25,629;1:27:35,629;;19-Gebala M. ;0;0;0;1;0;0;0;0;0;1;0
Pass 249;1:27:33,849;1:27:27,849;1:27:37,849;;9-Pinomaa A. ;1;0;0;0;0;0;0;0;0;1;0
Pass 250;1:27:41,749;1:27:35,749;1:27:45,749;;30-Lehtinen Lassi ;1;0;0;0;0;0;0;0;0;1;0
Pass 251;1:27:42,929;1:27:36,929;1:27:46,929;;15-laine S. ;1;0;0;0;0;0;0;0;0;0;1
Pass 252;1:28:21,829;1:28:15,829;1:28:25,829;;15-laine S. ;0;0;0;1;0;0;0;0;0;1;0
Pass 253;1:28:24,169;1:28:18,169;1:28:28,169;;8-O. Adawi ;1;0;0;0;0;0;0;0;0;1;0
Pass 254;1:28:26,449;1:28:20,449;1:28:30,449;;5-Margaritidis Angelos Nikolaos ;1;0;0;0;0;0;0;0;0;1;0
Pass 255;1:28:30,589;1:28:24,589;1:28:34,589;;30-Lehtinen Lassi ;1;0;0;0;0;0;0;0;0;1;0
Pass 256;1:28:32,489;1:28:26,489;1:28:36,489;;4-Paappanen E. ;1;0;0;0;0;0;0;0;0;1;0
Pass 257;1:28:38,109;1:28:32,109;1:28:42,109;;4-Paappanen E. ;1;0;0;0;0;0;0;0;0;1;0
Pass 258;1:28:39,709;1:28:33,709;1:28:43,709;;4-Paappanen E. ;1;0;0;0;0;0;0;0;0;1;0
Pass 259;1:28:41,789;1:28:35,789;1:28:45,789;;8-O. Adawi ;1;0;0;0;0;0;0;0;0;1;0
Pass 260;1:29:08,849;1:29:02,849;1:29:12,849;;4-Paappanen E. ;0;0;0;0;0;1;0;0;0;1;0
Pass 261;1:29:11,769;1:29:05,769;1:29:15,769;;30-Lehtinen Lassi ;1;0;0;0;0;0;0;0;0;1;0
Pass 262;1:29:14,769;1:29:08,769;1:29:18,769;;4-Paappanen E. ;1;0;0;0;0;0;0;0;0;1;0
Pass 263;1:29:17,889;1:29:11,889;1:29:21,889;;5-Margaritidis Angelos Nikolaos ;1;0;0;0;0;0;0;0;0;1;0
Pass 264;1:29:21,329;1:29:15,329;1:29:25,329;;5-Margaritidis Angelos Nikolaos ;1;0;0;0;0;0;0;0;0;1;0
Pass 266;1:29:22,989;1:29:16,989;1:29:26,989;;37-Rajamäki N. ;0;1;0;0;0;0;0;0;0;1;0
Pass 265;1:29:23,029;1:29:17,029;1:29:27,029;;15-laine S. ;1;0;0;0;0;0;0;0;0;1;0
Pass 267;1:30:32,989;1:30:26,989;1:30:36,989;;19-Gebala M. ;0;0;0;1;0;0;0;0;0;1;0
Pass 268;1:30:42,109;1:30:36,109;1:30:46,109;;4-Paappanen E. ;1;0;0;0;0;0;0;0;0;1;0
Pass 269;1:30:44,849;1:30:38,849;1:30:48,849;;30-Lehtinen Lassi ;0;0;0;0;0;0;0;1;0;1;0
Pass 270;1:30:47,729;1:30:41,729;1:30:51,729;;37-Rajamäki N. ;1;0;0;0;0;0;0;0;0;1;0
Pass 271;1:30:50,329;1:30:44,329;1:30:54,329;;5-Margaritidis Angelos Nikolaos ;1;0;0;0;0;0;0;0;0;1;0
Pass 272;1:31:06,149;1:31:00,149;1:31:10,149;;15-laine S. ;0;0;0;1;0;0;0;0;0;0;1
Pass 273;1:31:17,669;1:31:11,669;1:31:21,669;;15-laine S. ;1;0;0;0;0;0;0;0;0;1;0
Pass 274;1:31:35,509;1:31:29,509;1:31:39,509;;8-O. Adawi ;0;0;0;0;0;1;0;0;0;1;0
Pass 275;1:31:40,629;1:31:34,629;1:31:44,629;;5-Margaritidis Angelos Nikolaos ;1;0;0;0;0;0;0;0;0;1;0
Pass 276;1:31:44,569;1:31:38,569;1:31:48,569;;8-O. Adawi ;1;0;0;0;0;0;0;0;0;1;0
Pass 277;1:31:46,209;1:31:40,209;1:31:50,209;;5-Margaritidis Angelos Nikolaos ;1;0;0;0;0;0;0;0;0;1;0
Pass 278;1:31:50,989;1:31:44,989;1:31:54,989;;4-Paappanen E. ;1;0;0;0;0;0;0;0;0;1;0
Pass 279;1:31:54,689;1:31:48,689;1:31:58,689;;30-Lehtinen Lassi ;1;0;0;0;0;0;0;0;0;1;0
Pass 280;1:31:57,869;1:31:51,869;1:32:01,869;;5-Margaritidis Angelos Nikolaos ;1;0;0;0;0;0;0;0;0;1;0
Pass 281;1:32:05,309;1:31:59,309;1:32:09,309;;4-Paappanen E. ;1;0;0;0;0;0;0;0;0;0;1
Pass 282;1:32:14,629;1:32:08,629;1:32:18,629;;29-Haapalainen R. ;0;1;0;0;0;0;0;0;0;1;0
Pass 283;1:32:17,829;1:32:11,829;1:32:21,829;;19-Gebala M. ;0;0;1;0;0;0;0;0;0;0;1
Pass 284;1:32:25,089;1:32:19,089;1:32:29,089;;5-Margaritidis Angelos Nikolaos ;1;0;0;0;0;0;0;0;0;1;0
Pass 285;1:32:25,509;1:32:19,509;1:32:29,509;;8-O. Adawi ;1;0;0;0;0;0;0;0;0;1;0
Pass 286;1:32:29,349;1:32:23,349;1:32:33,349;;4-Paappanen E. ;1;0;0;0;0;0;0;0;0;1;0
Pass 287;1:32:34,229;1:32:28,229;1:32:38,229;;30-Lehtinen Lassi ;1;0;0;0;0;0;0;0;0;1;0
Pass 288;1:32:39,809;1:32:33,809;1:32:43,809;;5-Margaritidis Angelos Nikolaos ;1;0;0;0;0;0;0;0;0;1;0
Pass 289;1:32:42,109;1:32:36,109;1:32:46,109;;24-Asikainen E. ;0;0;0;0;0;0;0;0;0;0;0
Pass 290;1:32:44,049;1:32:38,049;1:32:48,049;;5-Margaritidis Angelos Nikolaos ;1;0;0;0;0;0;0;0;0;1;0
Pass 291;1:32:50,509;1:32:44,509;1:32:54,509;;5-Margaritidis Angelos Nikolaos ;1;0;0;0;0;0;0;0;0;1;0
Pass 292;1:32:55,629;1:32:49,629;1:32:59,629;;8-O. Adawi ;1;0;0;0;0;0;0;0;0;1;0
Pass 293;1:33:09,829;1:33:03,829;1:33:13,829;;5-Margaritidis Angelos Nikolaos ;1;0;0;0;0;0;0;0;0;1;0
Pass 294;1:33:15,309;1:33:09,309;1:33:19,309;;30-Lehtinen Lassi ;1;0;0;0;0;0;0;0;0;1;0
Pass 295;1:33:24,609;1:33:18,609;1:33:28,609;;4-Paappanen E. ;1;0;0;0;0;0;0;0;0;0;1
Pass 296;1:34:07,029;1:34:01,029;1:34:11,029;;10-Talvitie E. ;1;0;0;0;0;0;0;0;0;1;0
Pass 297;1:34:16,149;1:34:10,149;1:34:20,149;;30-Lehtinen Lassi ;1;0;0;0;0;0;0;0;0;1;0
Pass 298;1:34:18,689;1:34:12,689;1:34:22,689;;4-Paappanen E. ;1;0;0;0;0;0;0;0;0;1;0
Pass 299;1:34:22,109;1:34:16,109;1:34:26,109;;5-Margaritidis Angelos Nikolaos ;1;0;0;0;0;0;0;0;0;1;0
Pass 300;1:34:28,409;1:34:22,409;1:34:32,409;;15-laine S. ;1;0;0;0;0;0;0;0;0;1;0
Pass 301;1:34:35,189;1:34:29,189;1:34:39,189;;5-Margaritidis Angelos Nikolaos ;0;0;0;0;0;0;0;1;0;1;0
Pass 302;1:34:37,929;1:34:31,929;1:34:41,929;;9-Pinomaa A. ;0;0;1;0;0;0;0;0;0;0;1
Pass 303;1:35:58,049;1:35:52,049;1:36:02,049;;15-laine S. ;0;0;0;1;0;0;0;0;0;1;0
Pass 304;1:36:21,949;1:36:15,949;1:36:25,949;;30-Lehtinen Lassi ;1;0;0;0;0;0;0;0;0;1;0
Pass 305;1:36:26,949;1:36:20,949;1:36:30,949;;15-laine S. ;1;0;0;0;0;0;0;0;0;1;0
Pass 306;1:36:49,609;1:36:43,609;1:36:53,609;;15-laine S. ;0;0;0;1;0;0;0;0;0;1;0
Pass 307;1:37:00,429;1:36:54,429;1:37:04,429;;15-laine S. ;0;0;0;1;0;0;0;0;0;1;0
Pass 308;1:37:59,949;1:37:53,949;1:38:03,949;;8-O. Adawi ;1;0;0;0;0;0;0;0;0;1;0
Pass 309;1:38:06,669;1:38:00,669;1:38:10,669;;19-Gebala M. ;1;0;0;0;0;0;0;0;0;1;0
Pass 310;1:38:08,089;1:38:02,089;1:38:12,089;;4-Paappanen E. ;1;0;0;0;0;0;0;0;0;1;0
Pass 311;1:38:12,909;1:38:06,909;1:38:16,909;;5-Margaritidis Angelos Nikolaos ;1;0;0;0;0;0;0;0;0;1;0
Pass 312;1:38:15,089;1:38:09,089;1:38:19,089;;4-Paappanen E. ;1;0;0;0;0;0;0;0;0;1;0
Pass 313;1:38:18,489;1:38:12,489;1:38:22,489;;30-Lehtinen Lassi ;1;0;0;0;0;0;0;0;0;1;0
Pass 314;1:38:21,729;1:38:15,729;1:38:25,729;;4-Paappanen E. ;0;0;0;0;0;0;0;1;0;1;0
Pass 315;1:38:32,789;1:38:26,789;1:38:36,789;;4-Paappanen E. ;1;0;0;0;0;0;0;0;0;1;0
Pass 316;1:38:37,449;1:38:31,449;1:38:41,449;;30-Lehtinen Lassi ;1;0;0;0;0;0;0;0;0;1;0
Pass 317;1:38:38,809;1:38:32,809;1:38:42,809;;8-O. Adawi ;1;0;0;0;0;0;0;0;0;1;0
Pass 318;1:38:41,149;1:38:35,149;1:38:45,149;;4-Paappanen E. ;1;0;0;0;0;0;0;0;0;1;0
Pass 319;1:38:45,029;1:38:39,029;1:38:49,029;;30-Lehtinen Lassi ;1;0;0;0;0;0;0;0;0;1;0
Pass 320;1:38:49,469;1:38:43,469;1:38:53,469;;4-Paappanen E. ;0;0;1;0;0;0;0;0;0;0;1
Pass 321;1:39:00,189;1:38:54,189;1:39:04,189;;30-Lehtinen Lassi ;1;0;0;0;0;0;0;0;0;1;0
Pass 322;1:39:10,569;1:39:04,569;1:39:14,569;;15-laine S. ;0;1;0;0;0;0;0;0;0;0;1
Pass 323;1:39:43,189;1:39:37,189;1:39:47,189;;15-laine S. ;0;0;0;0;0;0;0;1;0;1;0
Pass 324;1:40:20,599;1:40:14,599;1:40:24,599;;8-O. Adawi ;0;0;0;0;0;1;0;0;0;1;0
Pass 325;1:40:20,909;1:40:14,909;1:40:24,909;;10-Talvitie E. ;1;0;0;0;0;0;0;0;0;1;0
Pass 326;1:40:21,569;1:40:15,569;1:40:25,569;;29-Haapalainen R. ;1;0;0;0;0;0;0;0;0;1;0
Pass 327;1:40:27,469;1:40:21,469;1:40:31,469;;8-O. Adawi ;0;0;1;0;0;0;0;0;0;0;1
Pass 328;1:40:29,049;1:40:23,049;1:40:33,049;;37-Rajamäki N. ;1;0;0;0;0;0;0;0;0;1;0
Pass 329;1:40:29,749;1:40:23,749;1:40:33,749;;5-Margaritidis Angelos Nikolaos ;1;0;0;0;0;0;0;0;0;1;0
Pass 330;1:40:30,909;1:40:24,909;1:40:34,909;;9-Pinomaa A. ;0;0;0;0;0;0;1;0;0;1;0
Pass 331;1:41:30,489;1:41:24,489;1:41:34,489;;21-Ljunglin M. ;0;0;0;1;0;0;0;0;0;1;0
Pass 332;1:41:33,329;1:41:27,329;1:41:37,329;;8-O. Adawi ;1;0;0;0;0;0;0;0;0;1;0
Pass 333;1:41:33,789;1:41:27,789;1:41:37,789;;21-Ljunglin M. ;1;0;0;0;0;0;0;0;0;1;0
Pass 334;1:41:47,749;1:41:41,749;1:41:51,749;;21-Ljunglin M. ;0;0;0;1;0;0;0;0;0;1;0
Pass 335;1:42:05,249;1:41:59,249;1:42:09,249;;15-laine S. ;1;0;0;0;0;0;0;0;0;1;0
Pass 336;1:42:11,729;1:42:05,729;1:42:15,729;;21-Ljunglin M. ;1;0;0;0;0;0;0;0;0;1;0
Pass 337;1:42:21,269;1:42:15,269;1:42:25,269;;37-Rajamäki N. ;0;0;0;1;0;0;0;0;0;1;0
Pass 338;1:42:22,809;1:42:16,809;1:42:26,809;;8-O. Adawi ;1;0;0;0;0;0;0;0;0;1;0
Pass 339;1:42:26,729;1:42:20,729;1:42:30,729;;21-Ljunglin M. ;1;0;0;0;0;0;0;0;0;0;1
Pass 340;1:43:07,169;1:43:01,169;1:43:11,169;;19-Gebala M. ;1;0;0;0;0;0;0;0;0;1;0
Pass 341;1:43:14,109;1:43:08,109;1:43:18,109;;29-Haapalainen R. ;1;0;0;0;0;0;0;0;0;0;1
Pass 342;1:43:23,829;1:43:17,829;1:43:27,829;;19-Gebala M. ;1;0;0;0;0;0;0;0;0;1;0
Pass 343;1:43:27,729;1:43:21,729;1:43:31,729;;30-Lehtinen Lassi ;1;0;0;0;0;0;0;0;0;1;0
Pass 344;1:43:30,389;1:43:24,389;1:43:34,389;;5-Margaritidis Angelos Nikolaos ;0;0;0;0;0;0;0;1;0;1;0
Pass 345;1:43:36,369;1:43:30,369;1:43:40,369;;15-laine S. ;1;0;0;0;0;0;0;0;0;1;0
Pass 346;1:44:09,009;1:44:03,009;1:44:13,009;;30-Lehtinen Lassi ;1;0;0;0;0;0;0;0;0;1;0
Pass 347;1:44:13,589;1:44:07,589;1:44:17,589;;4-Paappanen E. ;1;0;0;0;0;0;0;0;0;1;0
Pass 348;1:44:17,609;1:44:11,609;1:44:21,609;;29-Haapalainen R. ;1;0;0;0;0;0;0;0;0;1;0
Pass 349;1:44:19,509;1:44:13,509;1:44:23,509;;4-Paappanen E. ;1;0;0;0;0;0;0;0;0;1;0
Pass 350;1:44:22,269;1:44:16,269;1:44:26,269;;5-Margaritidis Angelos Nikolaos ;1;0;0;0;0;0;0;0;0;1;0
Pass 351;1:44:25,429;1:44:19,429;1:44:29,429;;4-Paappanen E. ;1;0;0;0;0;0;0;0;0;1;0
Pass 352;1:44:32,949;1:44:26,949;1:44:36,949;;5-Margaritidis Angelos Nikolaos ;1;0;0;0;0;0;0;0;0;1;0
Pass 353;1:44:36,049;1:44:30,049;1:44:40,049;;4-Paappanen E. ;1;0;0;0;0;0;0;0;0;1;0
Pass 354;1:44:43,009;1:44:37,009;1:44:47,009;;5-Margaritidis Angelos Nikolaos ;1;0;0;0;0;0;0;0;0;1;0
Pass 355;1:44:44,529;1:44:38,529;1:44:48,529;;21-Ljunglin M. ;1;0;0;0;0;0;0;0;0;1;0
Pass 356;1:44:47,109;1:44:41,109;1:44:51,109;;30-Lehtinen Lassi ;0;0;0;0;0;0;0;1;0;1;0
Pass 357;1:44:50,369;1:44:44,369;1:44:54,369;;24-Asikainen E. ;1;0;0;0;0;0;0;0;0;0;1
Pass 358;1:45:21,569;1:45:15,569;1:45:25,569;;21-Ljunglin M. ;0;0;0;1;0;0;0;0;0;0;1
Pass 359;1:46:19,469;1:46:13,469;1:46:23,469;;4-Paappanen E. ;1;0;0;0;0;0;0;0;0;1;0
Pass 360;1:46:23,749;1:46:17,749;1:46:27,749;;29-Haapalainen R. ;1;0;0;0;0;0;0;0;0;1;0
Pass 361;1:46:27,509;1:46:21,509;1:46:31,509;;4-Paappanen E. ;1;0;0;0;0;0;0;0;0;0;1
Pass 362;1:46:44,129;1:46:38,129;1:46:48,129;;19-Gebala M. ;0;0;0;1;0;0;0;0;0;0;1
Pass 363;1:47:26,549;1:47:20,549;1:47:30,549;;24-Asikainen E. ;0;0;0;0;0;1;0;0;0;0;1
Pass 364;1:48:26,549;1:48:20,549;1:48:30,549;;30-Lehtinen Lassi ;0;0;0;0;0;1;0;0;0;1;0
Pass 365;1:48:30,734;1:48:24,734;1:48:34,734;;8-O. Adawi ;0;0;1;0;0;0;0;0;0;0;1
Pass 366;1:48:37,834;1:48:31,834;1:48:41,834;;29-Haapalainen R. ;1;0;0;0;0;0;0;0;0;1;0
Pass 367;1:48:38,914;1:48:32,914;1:48:42,914;;8-O. Adawi ;1;0;0;0;0;0;0;0;0;0;1
Pass 368;1:49:23,429;1:49:17,429;1:49:27,429;;30-Lehtinen Lassi ;0;0;0;0;0;1;0;0;0;1;0
Pass 369;1:49:27,464;1:49:21,464;1:49:31,464;;8-O. Adawi ;1;0;0;0;0;0;0;0;0;0;1
Pass 370;1:49:35,459;1:49:29,459;1:49:39,459;;21-Ljunglin M. ;0;0;0;1;0;0;0;0;0;1;0

CATEGORY: Miscontrol
Name;Time;Start;Stop;Team;Player
Miscontrol 001;1:49,780;1:43,780;1:53,780;;28-Rönni T. 
Miscontrol 002;12:31,407;12:25,407;12:35,407;;10-Talvitie E. 
Miscontrol 003;14:40,207;14:34,207;14:44,207;;29-Haapalainen R. 
Miscontrol 004;16:53,387;16:47,387;16:57,387;;29-Haapalainen R. 
Miscontrol 005;18:05,467;17:59,467;18:09,467;;28-Rönni T. 
Miscontrol 006;19:35,847;19:29,847;19:39,847;;24-Asikainen E. 
Miscontrol 007;22:37,287;22:31,287;22:41,287;;29-Haapalainen R. 
Miscontrol 008;24:22,237;24:16,237;24:26,237;;8-O. Adawi 
Miscontrol 009;29:34,637;29:28,637;29:38,637;;24-Asikainen E. 
Miscontrol 010;31:05,697;30:59,697;31:09,697;;29-Haapalainen R. 
Miscontrol 011;36:49,839;36:43,839;36:53,839;;10-Talvitie E. 
Miscontrol 012;39:19,499;39:13,499;39:23,499;;29-Haapalainen R. 
Miscontrol 013;42:15,779;42:09,779;42:19,779;;29-Haapalainen R. 
Miscontrol 014;44:20,279;44:14,279;44:24,279;;8-O. Adawi 
Miscontrol 015;1:02:12,319;1:02:06,319;1:02:16,319;;24-Asikainen E. 
Miscontrol 016;1:03:47,859;1:03:41,859;1:03:51,859;;24-Asikainen E. 
Miscontrol 017;1:06:52,719;1:06:46,719;1:06:56,719;;29-Haapalainen R. 
Miscontrol 018;1:09:31,239;1:09:25,239;1:09:35,239;;28-Rönni T. 
Miscontrol 019;1:11:20,979;1:11:14,979;1:11:24,979;;29-Haapalainen R. 
Miscontrol 020;1:13:35,499;1:13:29,499;1:13:39,499;;24-Asikainen E. 
Miscontrol 021;1:15:05,899;1:14:59,899;1:15:09,899;;10-Talvitie E. 
Miscontrol 022;1:18:49,939;1:18:43,939;1:18:53,939;;6-Marshall P. 
Miscontrol 023;1:20:37,999;1:20:31,999;1:20:41,999;;24-Asikainen E. 
Miscontrol 024;1:24:07,249;1:24:01,249;1:24:11,249;;10-Talvitie E. 
Miscontrol 025;1:24:51,049;1:24:45,049;1:24:55,049;;28-Rönni T. 
Miscontrol 026;1:27:19,429;1:27:13,429;1:27:23,429;;10-Talvitie E. 
Miscontrol 027;1:27:35,949;1:27:29,949;1:27:39,949;;29-Haapalainen R. 
Miscontrol 028;1:30:35,889;1:30:29,889;1:30:39,889;;10-Talvitie E. 
Miscontrol 029;1:30:51,889;1:30:45,889;1:30:55,889;;15-laine S. 
Miscontrol 030;1:31:20,309;1:31:14,309;1:31:24,309;;15-laine S. 
Miscontrol 031;1:32:54,809;1:32:48,809;1:32:58,809;;37-Rajamäki N. 
Miscontrol 032;1:36:52,569;1:36:46,569;1:36:56,569;;8-O. Adawi 
Miscontrol 033;1:37:00,549;1:36:54,549;1:37:04,549;;10-Talvitie E. 
Miscontrol 034;1:38:23,129;1:38:17,129;1:38:27,129;;10-Talvitie E. 
Miscontrol 035;1:41:39,029;1:41:33,029;1:41:43,029;;5-Margaritidis Angelos Nikolaos 
Miscontrol 036;1:43:31,149;1:43:25,149;1:43:35,149;;37-Rajamäki N. 
Miscontrol 037;1:44:55,849;1:44:49,849;1:44:59,849;;37-Rajamäki N. 
Miscontrol 038;1:45:15,969;1:45:09,969;1:45:19,969;;8-O. Adawi 

CATEGORY: Aerial
Name;Time;Start;Stop;Team;Player;Offensive;Defensive;Success;Failure
Aerial 001;0:35,940;0:29,940;0:39,940;;28-Rönni T. ;0;1;1;0
Aerial 002;2:41,540;2:35,540;2:45,540;;5-Margaritidis Angelos Nikolaos ;0;1;0;1
Aerial 003;3:11,320;3:05,320;3:15,320;;5-Margaritidis Angelos Nikolaos ;0;1;0;1
Aerial 004;5:22,460;5:16,460;5:26,460;;4-Paappanen E. ;0;1;1;0
Aerial 005;8:19,287;8:13,287;8:23,287;;24-Asikainen E. ;0;1;1;0
Aerial 006;8:22,227;8:16,227;8:26,227;;5-Margaritidis Angelos Nikolaos ;0;1;1;0
Aerial 007;8:24,007;8:18,007;8:28,007;;9-Pinomaa A. ;1;0;0;1
Aerial 008;9:52,547;9:46,547;9:56,547;;15-laine S. ;0;1;0;1
Aerial 009;10:51,907;10:45,907;10:55,907;;5-Margaritidis Angelos Nikolaos ;0;1;1;0
Aerial 010;10:54,887;10:48,887;10:58,887;;29-Haapalainen R. ;0;1;1;0
Aerial 011;10:58,467;10:52,467;11:02,467;;24-Asikainen E. ;0;1;1;0
Aerial 012;14:54,247;14:48,247;14:58,247;;29-Haapalainen R. ;0;1;0;1
Aerial 013;25:25,797;25:19,797;25:29,797;;24-Asikainen E. ;0;1;1;0
Aerial 014;28:02,957;27:56,957;28:06,957;;29-Haapalainen R. ;1;0;0;1
Aerial 015;31:23,477;31:17,477;31:27,477;;24-Asikainen E. ;0;1;1;0
Aerial 016;44:19,839;44:13,839;44:23,839;;28-Rönni T. ;0;1;1;0
Aerial 017;45:16,719;45:10,719;45:20,719;;8-O. Adawi ;0;1;1;0
Aerial 018;45:38,319;45:32,319;45:42,319;;6-Marshall P. ;0;1;1;0
Aerial 019;45:59,419;45:53,419;46:03,419;;5-Margaritidis Angelos Nikolaos ;0;1;0;1
Aerial 020;1:01:51,459;1:01:45,459;1:01:55,459;;10-Talvitie E. ;1;0;0;1
Aerial 021;1:02:08,939;1:02:02,939;1:02:12,939;;10-Talvitie E. ;1;0;0;1
Aerial 022;1:02:21,419;1:02:15,419;1:02:25,419;;5-Margaritidis Angelos Nikolaos ;0;1;1;0
Aerial 023;1:03:40,899;1:03:34,899;1:03:44,899;;4-Paappanen E. ;0;1;1;0
Aerial 024;1:05:17,339;1:05:11,339;1:05:21,339;;4-Paappanen E. ;0;1;0;1
Aerial 025;1:07:24,459;1:07:18,459;1:07:28,459;;5-Margaritidis Angelos Nikolaos ;0;1;1;0
Aerial 026;1:11:50,059;1:11:44,059;1:11:54,059;;9-Pinomaa A. ;1;0;0;1
Aerial 027;1:22:03,329;1:21:57,329;1:22:07,329;;15-laine S. ;0;1;1;0
Aerial 028;1:22:12,249;1:22:06,249;1:22:16,249;;6-Marshall P. ;0;1;1;0
Aerial 029;1:24:19,089;1:24:13,089;1:24:23,089;;4-Paappanen E. ;0;1;0;1
Aerial 030;1:32:59,929;1:32:53,929;1:33:03,929;;8-O. Adawi ;0;1;1;0
Aerial 031;1:33:57,209;1:33:51,209;1:34:01,209;;4-Paappanen E. ;0;1;0;1
Aerial 032;1:34:02,089;1:33:56,089;1:34:06,089;;24-Asikainen E. ;0;1;0;1
Aerial 033;1:34:03,229;1:33:57,229;1:34:07,229;;4-Paappanen E. ;0;1;1;0
Aerial 034;1:37:25,449;1:37:19,449;1:37:29,449;;8-O. Adawi ;0;1;1;0
Aerial 035;1:40:30,769;1:40:24,769;1:40:34,769;;9-Pinomaa A. ;1;0;1;0
Aerial 036;1:41:20,669;1:41:14,669;1:41:24,669;;15-laine S. ;0;1;1;0
Aerial 037;1:42:01,389;1:41:55,389;1:42:05,389;;5-Margaritidis Angelos Nikolaos ;0;1;1;0
Aerial 038;1:42:54,889;1:42:48,889;1:42:58,889;;5-Margaritidis Angelos Nikolaos ;0;1;1;0
Aerial 039;1:47:40,969;1:47:34,969;1:47:44,969;;4-Paappanen E. ;0;1;0;1

CATEGORY: Ground
Name;Time;Start;Stop;Team;Player;Offensive;Defensive;Success;Failure
Ground 001;1:50,780;1:44,780;1:54,780;;28-Rönni T. ;1;0;0;1
Ground 002;4:09,060;4:03,060;4:13,060;;10-Talvitie E. ;1;0;0;1
Ground 003;5:43,740;5:37,740;5:47,740;;6-Marshall P. ;0;1;1;0
Ground 004;7:43,007;7:37,007;7:47,007;;6-Marshall P. ;0;1;0;1
Ground 005;11:09,687;11:03,687;11:13,687;;4-Paappanen E. ;0;1;1;0
Ground 006;17:03,107;16:57,107;17:07,107;;6-Marshall P. ;0;1;1;0
Ground 007;18:09,307;18:03,307;18:13,307;;6-Marshall P. ;0;1;1;0
Ground 008;18:18,667;18:12,667;18:22,667;;8-O. Adawi ;1;0;1;0
Ground 009;18:28,787;18:22,787;18:32,787;;8-O. Adawi ;0;1;1;0
Ground 010;22:05,727;21:59,727;22:09,727;;4-Paappanen E. ;0;1;1;0
Ground 011;22:37,287;22:31,287;22:41,287;;29-Haapalainen R. ;1;0;0;1
Ground 012;26:33,297;26:27,297;26:37,297;;15-laine S. ;0;1;1;0
Ground 013;29:54,437;29:48,437;29:58,437;;15-laine S. ;0;1;1;0
Ground 014;34:57,099;34:51,099;35:01,099;;9-Pinomaa A. ;0;1;1;0
Ground 015;35:38,659;35:32,659;35:42,659;;5-Margaritidis Angelos Nikolaos ;0;1;1;0
